X1,X2,X3,X4,X5,Y
0.8931898434,3.0,0.4,0.4532467532,0.0,0.2369952494
0.8931898434,3.0,0.4,0.4532467532,0.0,0.2111146718
0.5856202742,3.0,0.4,0.0,4.6679e-06,0.3892868158
0.5856202742,3.0,0.4,0.0,0.00045114,0.3892868158
0.5856202742,3.0,0.3333333333,0.0,0.0030473305,0.3892868158
0.5907083859,3.0,0.4,0.0,0.2525240989,0.2138789617
0.5907083859,3.0,0.4,0.0,0.2525240989,0.2073528736
0.5907083859,3.0,0.4,0.0,0.2526318198,0.2095869656
0.9899547555,3.0,0.5,0.0,0.0,0.1678494568
0.9292897059,3.0,0.5,0.0,2.7536e-06,0.2248399352
0.8814020906,3.0,0.5,0.0,2.7536e-06,0.2223652193
0.8827834801,3.0,0.5,0.4285714286,0.0848806366,0.1910375102
0.8827639947,3.0,0.5,0.4285714286,0.0848806366,0.1678494568
0.8827796923,3.0,0.6666666667,0.4285714286,0.0848806366,0.20150141
0.9899547555,3.0,0.3333333333,0.4532467532,0.0,0.245354814
0.9899547555,3.0,0.3333333333,0.4532467532,0.0,0.2212437503
0.9863315741,3.0,0.3333333333,0.4532467532,0.0,0.2276371399
0.9254217104,2.0,0.6666666667,0.0,0.0,0.329092672
0.8969389199,4.0,0.6,0.0,0.0,0.3102445366
0.8837357802,4.0,0.6,0.0,0.0,0.3892868158
0.9356166372,3.0,0.6666666667,0.0,0.0,0.2596765474
0.945799072,3.0,0.6666666667,0.0,0.0,0.3892868158
0.9500415699,3.0,0.6666666667,0.0,0.0,0.3470504257
0.8758,3.0,0.3333333333,0.1111111111,5.93498e-05,0.3702070016
0.8743,3.0,0.3333333333,0.1111111111,5.93498e-05,0.3770351196
0.8736,3.0,0.3333333333,0.0909090909,5.93498e-05,0.2684844481
0.9776838046,3.0,0.3333333333,0.2,0.005296151,0.1901159904
0.9819441889,3.0,0.3333333333,0.2,0.0054079513,0.22
0.9813431383,3.0,0.3333333333,0.2,0.0054079513,0.2255221834
0.923996832,3.0,0.4285714286,0.0,0.0,0.1911578818
0.923996832,3.0,0.4285714286,0.0,0.0,0.1722593666
0.923996832,3.0,0.4285714286,0.1666666667,0.0,0.1937459712
0.641576673,3.0,0.3333333333,0.0,6.2992e-06,0.1878421784
0.7085371549,3.0,0.3333333333,0.0,1.5748e-05,0.3769358338
0.7035304819,3.0,0.3333333333,0.0,0.0,0.3110764956
0.6353971756,3.0,0.5,0.0,0.0,0.1746998887
0.6353743511,3.0,0.5,0.0,0.0318708397,0.1678494568
0.6353431298,3.0,0.5,0.0,0.0318708397,0.1678494568
0.8657078691,3.0,0.375,0.2,0.0058982176,0.1678494568
0.8670394267,3.0,0.375,0.2,0.0072297751,0.1678494568
0.8309791861,3.0,0.4285714286,0.2,0.0084684579,0.1747699969
0.5522764714,3.0,0.3333333333,0.1428571429,0.0,0.2145193949
0.637935004,3.0,0.3333333333,0.0,0.0,0.2209708184
0.5941960689,3.0,0.3333333333,0.0,0.0,0.2245010841
0.0679274407,3.0,0.4,0.3333333333,0.0046306843,0.2093560867
0.0679274407,3.0,0.4,0.3333333333,0.0028974099,0.2492123605
0.0679274407,3.0,0.4,0.3333333333,0.0028974099,0.1847569771
0.803190143,3.0,0.4,0.25,1.203e-07,0.2724185366
0.803190143,3.0,0.4,0.25,2.4058e-06,0.243259058
0.8000000144,3.0,0.4,0.25,8.64655e-05,0.2408600846
0.7794474957,2.0,0.3333333333,0.0,0.4875157926,0.2509794429
0.7827035286,2.0,0.3333333333,0.0,0.3910670942,0.2130479637
0.782777128,3.0,0.5,0.0,0.5446682651,0.2342771521
0.4604975411,3.0,0.3333333333,0.0,0.0,0.1678494568
0.4073652713,3.0,0.3333333333,0.0,0.0,0.3892868158
0.4410805633,3.0,0.3333333333,0.0,0.0,0.3892868158
0.9651050807,3.0,0.6666666667,0.4532467532,0.0,0.2329264922
0.9699966563,3.0,0.6666666667,0.4532467532,0.0,0.2258890697
0.9599087347,3.0,0.6666666667,0.3333333333,0.0,0.2256632917
0.8494856887,3.0,0.3333333333,0.2,0.0002438134,0.2625252412
0.8494856887,3.0,0.4,0.2,0.0002438134,0.2430539146
0.8494856887,3.0,0.4,0.2,0.003225328,0.2248850341
0.6447466237,3.0,0.5,0.0,0.5381022224,0.2185704205
0.6429371816,3.0,0.5,0.0,0.5446682651,0.2206974265
0.6316000001,3.0,0.5,0.0,0.5446682651,0.2070991546
